Start Date,End Date,Portfolio name,Currency,Campaign Name,Country,Ad Group Name,Retailer,Targeting,Match Type,Impressions,Top-of-search impression share,Clicks,Click-through rate (CTR),Cost per click (CPC),Spend,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Sales,7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales
"Feb 01, 2026","Mar 19, 2026",Jars,USD,NM - Pineapple Salt - Auto - Close - MDF - Jars - Aug 2024,United States,NM - Jars - Auto - Close,Amazon,close-match,-,122,0.9200%,8,6.5574%,1,11,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - BMM - MDF - Offense - Electrolytes KWs - Jars,United States,NM - SP - Jars - BMM - Electrolytes KWs,Amazon,+electrolytes,BROAD,648,0.0100%,1,0.1543%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 05, 2026","Feb 24, 2026",Jars,USD,NM - SP - BMM - MDF - Offense - Electrolytes KWs - Jars,United States,NM - SP - Jars - BMM - Electrolytes KWs,Amazon,+electrolyte +drink,BROAD,2,3.8500%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 25, 2026","Mar 17, 2026",Jars,USD,NM - SP - BMM - MDF - Offense - Electrolytes KWs - Jars,United States,NM - SP - Jars - BMM - Electrolytes KWs,Amazon,+hydrate +electrolyte +powder,BROAD,4,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Mar 15, 2026",Jars,USD,NM - SP - BMM - MDF - Offense - Electrolytes KWs - Jars,United States,NM - SP - Jars - BMM - Electrolytes KWs,Amazon,+electrolytes +drinks,BROAD,4,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 02, 2026","Mar 18, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,United States,NM - SP - Jars - MMT - Branded - Up Down,Amazon,harlo,PHRASE,6,10.6400%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Feb 10, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,United States,NM - SP - Jars - MMT - Branded - Up Down,Amazon,harlo,EXACT,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 08, 2026","Mar 19, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,United States,NM - SP - Jars - MMT - Branded - Up Down,Amazon,harlo electrolytes,EXACT,9690,54.7000%,265,2.7348%,2,617,16.1203%,6.20,3829,92,96,34.7170%,56,40,2353,1476
"Feb 14, 2026","Feb 23, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,United States,NM - SP - Jars - MMT - Branded - Up Down,Amazon,harlo electrolytes creatine,PHRASE,75,40.0000%,4,5.3333%,4,16,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 07, 2026","Mar 10, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,United States,NM - SP - Jars - MMT - Branded - Up Down,Amazon,harlo electrolytes creatine,EXACT,5,100.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 13, 2026","Feb 20, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,United States,NM - SP - Jars - MMT - Branded - Up Down,Amazon,harlo supplement,PHRASE,12,63.6400%,1,8.3333%,0,0,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 04, 2026","Mar 18, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,United States,NM - SP - Jars - MMT - Branded - Up Down,Amazon,harlo raspberry,PHRASE,204,0.0000%,4,1.9608%,4,16,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 05, 2026","Mar 16, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,United States,NM - SP - Jars - MMT - Branded - Up Down,Amazon,harlo raspberry,EXACT,55,44.4400%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 13, 2026","Mar 18, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,United States,NM - SP - Jars - MMT - Branded - Up Down,Amazon,harlo drink mix,EXACT,197,76.0000%,2,1.0152%,2,4,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 19, 2026",Multi,USD,NM - SP - MMT - Branded - MDF - Multi - Jars,United States,NM - SP - Jars - MMT - Branded - Up Down,Amazon,+harlo,BROAD,6966,41.8700%,200,2.8711%,2,316,10.4209%,9.60,3035,73,78,36.5000%,46,32,1969,1066
"Feb 10, 2026","Feb 10, 2026",Jars,USD,NM - SP - Watermelon Salt - BMM - Offense - LMNT - Jars - Aug 2024,United States,NM - SP - Jars - BMM - Offense - LMNT - Up Down,Amazon,+lmnt +electrolytes,BROAD,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Feb 02, 2026",Jars,USD,NM - SP - Watermelon Salt - BMM - Offense - LMNT - Jars - Aug 2024,United States,NM - SP - Jars - BMM - Offense - LMNT - Up Down,Amazon,+lmnt +electrolyte +drink +mix,BROAD,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 14, 2026",Jars,USD,NM - SP - Watermelon Salt - BMM - Offense - LMNT - Jars - Aug 2024,United States,NM - SP - Jars - BMM - Offense - LMNT - Up Down,Amazon,+lmnt +electrolytes +unflavored,BROAD,78,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Feb 10, 2026",Jars,USD,NM - SP - Watermelon Salt - BMM - Offense - LMNT - Jars - Aug 2024,United States,NM - SP - Jars - BMM - Offense - LMNT - Up Down,Amazon,+lmnt +unflavored,BROAD,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 28, 2026","Feb 28, 2026",Jars,USD,NM - SP - Exact - MDF - Offense - Jars - Aug 2024,United States,NM - SP - Jars - Exact - Creatine KWs - Up Down,Amazon,creatine monohydrate gnc,EXACT,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 16, 2026",Jars,USD,NM - SP - Citrus Salt - Auto - Close - Offense - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Auto - Close - Oct 2024 - Up down,Amazon,close-match,-,4,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine and collagen for women,EXACT,4,0.6700%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 16, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine collagen electrolytes,EXACT,124,23.1900%,6,4.8387%,5,30,303.4171%,0.33,10,1,1,16.6667%,0,1,0,10
"Feb 04, 2026","Mar 09, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine collagen magnesium,EXACT,4,27.5000%,1,25.0000%,5,5,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine plus electrolytes,EXACT,14,3.3800%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 20, 2026","Feb 21, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine powder flavored for men,EXACT,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 05, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine with electrolytes,EXACT,5,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 15, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,electrolyte powder unflavored,EXACT,7,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 05, 2026","Feb 07, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,electrolytes and creatine powder,EXACT,7,30.4300%,3,42.8571%,8,23,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 11, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,electrolytes collagen creatine,EXACT,11,21.8800%,3,27.2727%,4,11,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 24, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,electrolytes powder creatine,EXACT,16,4.6900%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+collagen +electrolytes,BROAD,26,16.3300%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+creatine +collagen,BROAD,95,4.5400%,2,2.1053%,4,7,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+creatine +collagen +electrolytes,BROAD,56,28.6500%,3,5.3571%,4,12,26.3404%,3.80,45,1,1,33.3333%,0,1,0,45
"Mar 07, 2026","Mar 07, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+creatine +collagen +magnesium,BROAD,0,25.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+creatine +women,BROAD,68,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+creatine +monohydrate +gnc,BROAD,1001,0.1700%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 14, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+creatine +monohydrate +with +collagen,BROAD,2,16.6700%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+creatine +plus +electrolytes,BROAD,18,13.4100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Feb 27, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+creatine +powder +flavored +for +men,BROAD,457,12.5000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+creatine +electrolytes,BROAD,68,18.0000%,2,2.9412%,3,6,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 08, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+electrolytes +creatine +powder,BROAD,110,25.2500%,12,10.9091%,6,74,223.4901%,0.45,33,1,1,8.3333%,1,0,33,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+electrolytes +powder,BROAD,329,0.3000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 13, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+electrolytes +powder +creatine,BROAD,311,24.5500%,11,3.5370%,6,62,187.2231%,0.53,33,1,1,9.0909%,0,1,0,33
"Feb 02, 2026","Feb 16, 2026",Jars,USD,NM - SP - Citrus Salt - BMM - Offense - Jars - Aug 2024,United States,NM - Jars - Auto - BMM,Amazon,+element +electrolytes,BROAD,12,2.7800%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Feb 02, 2026",Multi,USD,NM - SP - PT - Defence - MDF - Jan 2025 - Multi,United States,NM - SP - PT - Defence - B0D6L1PNZY - Jan 2025,Amazon,"asin=""B0D6L1PNZY""",-,1,50.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 05, 2026","Mar 17, 2026",Multi,USD,NM - SP - PT - Defence - MDF - Jan 2025 - Multi,United States,NM - SP - PT - Defence - B0D6L2RZNH - Jan 2025,Amazon,"asin=""B0D6L2RZNH""",-,4,11.1100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 10, 2026","Mar 10, 2026",Multi,USD,NM - SP - PT - Defence - MDF - Jan 2025 - Multi,United States,NM - SP - PT - Defence - B0D6L3BFJ8 - Jan 2025,Amazon,"asin=""B0D6L3BFJ8""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 11, 2026","Mar 16, 2026",Multi,USD,NM - SP - PT - Defence - MDF - Jan 2025 - Multi,United States,NM - SP - PT - Defence - B0DJ3J2CKX - Jan 2025,Amazon,"asin=""B0DJ3J2CKX""",-,19,38.4600%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 01, 2026","Mar 17, 2026",Multi,USD,NM - SP - PT - Defence - MDF - Jan 2025 - Multi,United States,NM - SP - PT - Defence - B0D6L13DBT - Jan 2025,Amazon,"asin=""B0D6L13DBT""",-,5,100.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 19, 2026",Multi,USD,NM - SP - PT - Defence - MDF - Jan 2025 - Multi,United States,NM - SP - PT - Defence - B0D6L2FPYW - Jan 2025,Amazon,"asin=""B0D6L2FPYW""",-,263,34.8500%,3,1.1407%,3,10,21.2903%,4.70,45,1,1,33.3333%,1,0,45,0
"Feb 02, 2026","Feb 02, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,collagen,EXACT,0,0.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 11, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,flavored drink mix collagen,EXACT,0,80.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,collagen creatine powder,EXACT,289,10.3400%,2,0.6920%,6,13,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 04, 2026","Mar 06, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,electrolytes no sugar no sweetener,EXACT,6,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Feb 04, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,collagen creatine electrolyte packets,EXACT,2,18.1800%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,pineapple powder,EXACT,158,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 10, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,electrolyte and collagen mix,EXACT,9,38.8900%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 19, 2026","Feb 19, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creapure creatine monohydrate collagen,EXACT,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Feb 12, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,electrolytes collagen,EXACT,7,4.0900%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 04, 2026","Mar 01, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,collagen and creatine for men,EXACT,1,11.1100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Feb 19, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine collagen blend,EXACT,2,20.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Feb 02, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,collagen electrolytes creatine,EXACT,1,50.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,lmnt electrolytes,EXACT,82,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 20, 2026","Feb 20, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,grapefruit collagen,EXACT,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 23, 2026","Feb 23, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,lmnt electrolyte drink mix,EXACT,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine & collagen,EXACT,88,0.7300%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,lmnt electrolyte powder citrus salt,EXACT,6,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 08, 2026","Feb 08, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine electrolytes hcl,EXACT,2,50.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,lmnt raspberry salt,EXACT,44,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 14, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine monohydrate electrolyte,EXACT,13,2.7000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 04, 2026","Mar 07, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,raspberry salt,EXACT,22,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,gym salt,EXACT,20,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,electrolyte creatine,EXACT,1105,19.0100%,30,2.7149%,6,185,108.1991%,0.92,171,5,5,16.6667%,2,3,78,93
"Feb 09, 2026","Mar 11, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,electrolytes pineapple,EXACT,18,2.2700%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 17, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,creatine monohydrate and collagen,EXACT,1,7.6900%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 11, 2026","Feb 12, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,electrolytes with creatine,EXACT,1,4.5500%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 16, 2026",Jars,USD,NM - SP - Citrus Salt - Exact - MDF - Offense - Harvest - Jars - Oct 2024,United States,NM - Jars - Citrus Salt - Exact - Harvest - Oct 2024,Amazon,citrus salt,EXACT,123,6.6300%,3,2.4390%,4,11,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 07, 2026","Mar 07, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,United States,NM  - SP - Exact - MDF - Offense - Jan 2025 - Multi,Amazon,creatine collagen electrolytes,EXACT,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 09, 2026","Mar 11, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,United States,NM  - SP - Exact - MDF - Offense - Jan 2025 - Multi,Amazon,lmnt electrolytes,EXACT,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 03, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,United States,NM  - SP - Exact - MDF - Offense - Jan 2025 - Multi,Amazon,creatine for women,EXACT,2,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 11, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,United States,NM  - SP - Exact - MDF - Offense - Jan 2025 - Multi,Amazon,creatine electrolytes collagen,EXACT,18,36.0000%,5,27.7778%,2,12,26.2959%,3.80,45,1,1,20.0000%,0,1,0,45
"Feb 04, 2026","Mar 11, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,United States,NM  - SP - Exact - MDF - Offense - Jan 2025 - Multi,Amazon,raspberry salt,EXACT,7,4.3500%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 17, 2026","Mar 17, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,United States,NM  - SP - Exact - MDF - Offense - Jan 2025 - Multi,Amazon,creatine & collagen,EXACT,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Mar 09, 2026","Mar 12, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,United States,NM  - SP - Exact - MDF - Offense - Jan 2025 - Multi,Amazon,hydrate electrolyte powder,EXACT,2,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 04, 2026","Feb 12, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,United States,NM  - SP - Exact - MDF - Offense - Jan 2025 - Multi,Amazon,creatine monohydrate powder with collagen,EXACT,2,35.7100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 07, 2026","Mar 11, 2026",Jars,USD,NM  - SP - Exact - MDF - Business - Raspberry Salt - Offense - Jars - Jan 2025,United States,NM  - SP - Exact - MDF - Offense - Jan 2025 - Multi,Amazon,element electrolytes,EXACT,6,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 18, 2026",Jars,USD,NM - SP - Pineapple Salt - BMM - MDF - Collagen KWs - Offense - Jars - Mar 2025,United States,NM - SP - Jars - Pineapple Salt - BMM - Collagen KWs - Mar 2025,Amazon,+collagen +electrolytes,BROAD,20,5.6300%,2,10.0000%,1,2,5.4727%,18.27,45,1,1,50.0000%,0,1,0,45
