Start Date,End Date,Portfolio name,Currency,Campaign Name,Country,Ad Group Name,Retailer,Targeting,Match Type,Impressions,Top-of-search impression share,Clicks,Click-through rate (CTR),Cost per click (CPC),Spend,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Sales,7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales
"Feb 02, 2026","Feb 06, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0BQZ2S4R3""",-,3,5.5600%,1,33.3333%,2,2,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 03, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B000GIQS0W""",-,4,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 22, 2026","Feb 27, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DGFDFN65""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0F63HFG1N""",-,4,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Feb 18, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B08XS5WY1J""",-,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 01, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DX1RRWSY""",-,5,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0FDDFY6BZ""",-,97,2.0900%,5,5.1546%,3,14,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 4 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0CH1RQXQ1""",-,432,0.0100%,0,0.0000%,0,0,0.0000%,,10,1,1,,1,0,10,0
"Feb 10, 2026","Mar 17, 2026",Sachets,USD,NM - SP - STR - PT 1 - Jars - Jan 2026,United States,NM - SP - STR - PT 1 - Jars - Jan 2026,Amazon,"asin=""B00SCO8AA8""",-,21,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 18, 2026",Sachets,USD,NM - SP - STR - PT 1 - Jars - Jan 2026,United States,NM - SP - STR - PT 1 - Jars - Jan 2026,Amazon,"asin=""B07XLDWTY5""",-,2,14.2900%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 12, 2026","Mar 12, 2026",Sachets,USD,NM - SP - STR - PT 1 - Jars - Jan 2026,United States,NM - SP - STR - PT 1 - Jars - Jan 2026,Amazon,"asin=""B0CZ4JYB9M""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Sachets,USD,NM - SP - STR - PT 1 - Jars - Jan 2026,United States,NM - SP - STR - PT 1 - Jars - Jan 2026,Amazon,"asin=""B002DYIZEE""",-,57,0.0100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 16, 2026",Sachets,USD,NM - SP - STR - PT 1 - Jars - Jan 2026,United States,NM - SP - STR - PT 1 - Jars - Jan 2026,Amazon,"asin=""B002DYIZEO""",-,19,0.0200%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DVD72YDL""",-,92,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B00SCO8AA8""",-,52,0.0100%,1,1.9231%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 02, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B07XLDWTY5""",-,13,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 13, 2026","Feb 28, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0D64HBCQF""",-,4,0.0000%,1,25.0000%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B002DYIZEE""",-,158,0.0000%,3,1.8987%,1,3,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 02, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B002DYIZEO""",-,45,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 19, 2026","Feb 19, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B07K7F5B3Z""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 25, 2026","Feb 25, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 1 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0DMK9ZJ1M""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 03, 2026",Jars,USD,NM - SP - STR - PT 6 - Jars - Jan 2026,United States,NM - SP - STR - PT 6 - Jars - Jan 2026,Amazon,"asin=""B0D13XGK2P""",-,14,9.0900%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 21, 2026","Mar 14, 2026",Jars,USD,NM - SP - STR - PT 6 - Jars - Jan 2026,United States,NM - SP - STR - PT 6 - Jars - Jan 2026,Amazon,"asin=""B0F3Q18HZG""",-,0,0.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 18, 2026","Feb 18, 2026",Jars,USD,NM - SP - STR - PT 6 - Jars - Jan 2026,United States,NM - SP - STR - PT 6 - Jars - Jan 2026,Amazon,"asin=""B0DQ6CLWCD""",-,3,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Mar 10, 2026",Jars,USD,NM - SP - STR - PT 6 - Jars - Jan 2026,United States,NM - SP - STR - PT 6 - Jars - Jan 2026,Amazon,"asin=""B002U7YZXY""",-,5,0.0400%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 06, 2026","Mar 06, 2026",Jars,USD,NM - SP - STR - PT 6 - Jars - Jan 2026,United States,NM - SP - STR - PT 6 - Jars - Jan 2026,Amazon,"asin=""B0CJCPS3NS""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Feb 03, 2026",Jars,USD,NM - SP - STR - PT 6 - Jars - Jan 2026,United States,NM - SP - STR - PT 6 - Jars - Jan 2026,Amazon,"asin=""B07G3GB5YY""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 12, 2026",Jars,USD,NM - SP - STR - PT 6 - Jars - Jan 2026,United States,NM - SP - STR - PT 6 - Jars - Jan 2026,Amazon,"asin=""B0F3LYQCQS""",-,1,5.2600%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 04, 2026","Mar 13, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B08BYYSVH7""",-,68,4.2600%,4,5.8824%,2,7,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 05, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0F6JJMB3F""",-,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 05, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0BXMPBRJZ""",-,10,0.2400%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 01, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0D5Q7H3BJ""",-,2,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B07SH31T9V""",-,22,0.0700%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0D6PNQ2T7""",-,13,2.7100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B08JN8TSHH""",-,64,4.7300%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Feb 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0CM5777HL""",-,1,10.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B000FGXL50""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 01, 2026",Sachets,USD,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,United States,NM  - SP - STR - 12 Pack - PT 7 - B0DY6K7RQH - Jan 2026,Amazon,"asin=""B0D9D359MK""",-,8,2.3700%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 01, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DVD72YDL""",-,31,1.8200%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B00SCO8AA8""",-,114,0.0100%,5,4.3860%,1,4,76.9697%,1.30,5,1,1,20.0000%,1,0,5,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B07XLDWTY5""",-,14,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 28, 2026","Feb 28, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0D64HBCQF""",-,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 28, 2026","Mar 01, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CZ4JYB9M""",-,5,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B002DYIZEE""",-,369,0.0000%,6,1.6260%,1,5,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 1 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B002DYIZEO""",-,91,0.0000%,2,2.1978%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 06, 2026","Feb 21, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0D13XGK2P""",-,7,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 01, 2026","Mar 01, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CP899NZJ""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Feb 11, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DQ6CLWCD""",-,2,25.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Feb 23, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B002U7YZXY""",-,4,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 12, 2026","Feb 14, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CJCPS3NS""",-,5,0.2000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Feb 28, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0D2R7RP9Q""",-,49,2.2300%,3,6.1224%,1,4,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 09, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B07G3GB5YY""",-,4,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 17, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B08J724YMS""",-,3,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Feb 20, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 6 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0F3LYQCQS""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DBRXNVMQ""",-,2,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DVWKPJ32""",-,123,0.0200%,1,0.8130%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0D1SWFG1V""",-,461,0.0000%,1,0.2169%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B01IIGQ5KG""",-,135,0.0100%,6,4.4444%,1,4,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 03, 2026","Mar 02, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0C6793K5M""",-,30,1.7500%,1,3.3333%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0BZJRBQSH""",-,3,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0CGGC4DNW""",-,111,0.9400%,1,0.9009%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 03, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0BHBBQ2V1""",-,4,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B0DQWLCR5J""",-,46,0.1500%,5,10.8696%,1,4,24.1611%,4.14,15,2,2,40.0000%,2,0,15,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - GPT - 4 Pack - Exact - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - GPT - 4 Pack - Exact - B0DJ3J2CKX - Jan 2026,Amazon,electrolyte packets,EXACT,349,0.0100%,11,3.1519%,1,10,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - GPT - 4 Pack - Exact - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - GPT - 4 Pack - Exact - B0DJ3J2CKX - Jan 2026,Amazon,electrolyte powder packets,EXACT,2166,0.0100%,36,1.6620%,1,36,360.7071%,0.28,10,2,2,5.5556%,2,0,10,0
"Feb 01, 2026","Mar 05, 2026",Sachets,USD,NM  - SP - GPT - 4 Pack - Exact - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - GPT - 4 Pack - Exact - B0DJ3J2CKX - Jan 2026,Amazon,electrolytes with creatine,EXACT,2663,4.2700%,16,0.6008%,2,40,82.9467%,1.21,48,3,3,18.7500%,1,2,5,43
"Feb 02, 2026","Feb 02, 2026",Sachets,USD,NM  - SP - GPT - 4 Pack - Exact - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - GPT - 4 Pack - Exact - B0DJ3J2CKX - Jan 2026,Amazon,workout electrolytes,EXACT,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Feb 03, 2026",Sachets,USD,NM  - SP - GPT - 4 Pack - Exact - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - GPT - 4 Pack - Exact - B0DJ3J2CKX - Jan 2026,Amazon,electrolyte drink mix packets,EXACT,0,0.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 08, 2026",Jars,USD,NM - SP - STR - PT 7 - Jars - Jan 2026,United States,NM - SP - STR - PT 7 - Jars - Jan 2026,Amazon,"asin=""B0F6JJMB3F""",-,7,11.7600%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 17, 2026","Feb 17, 2026",Jars,USD,NM - SP - STR - PT 7 - Jars - Jan 2026,United States,NM - SP - STR - PT 7 - Jars - Jan 2026,Amazon,"asin=""B0BXMPBRJZ""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 04, 2026","Mar 18, 2026",Jars,USD,NM - SP - STR - PT 7 - Jars - Jan 2026,United States,NM - SP - STR - PT 7 - Jars - Jan 2026,Amazon,"asin=""B07SH31T9V""",-,31,0.0500%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 16, 2026","Feb 21, 2026",Jars,USD,NM - SP - STR - PT 7 - Jars - Jan 2026,United States,NM - SP - STR - PT 7 - Jars - Jan 2026,Amazon,"asin=""B0D6PNQ2T7""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 26, 2026","Feb 26, 2026",Jars,USD,NM - SP - STR - PT 7 - Jars - Jan 2026,United States,NM - SP - STR - PT 7 - Jars - Jan 2026,Amazon,"asin=""B08JN8TSHH""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 04, 2026","Feb 19, 2026",Jars,USD,NM - SP - STR - PT 7 - Jars - Jan 2026,United States,NM - SP - STR - PT 7 - Jars - Jan 2026,Amazon,"asin=""B000FGXL50""",-,3,4.9200%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 06, 2026","Mar 01, 2026",Jars,USD,NM - SP - STR - PT 7 - Jars - Jan 2026,United States,NM - SP - STR - PT 7 - Jars - Jan 2026,Amazon,"asin=""B0D9D359MK""",-,1,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Feb 28, 2026",Jars,USD,NM - SP - STR - PT 2 - Jars - Jan 2026,United States,NM - SP - STR - PT 2 - Jars - Jan 2026,Amazon,"asin=""B0CCJZVJYG""",-,9,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 17, 2026",Jars,USD,NM - SP - STR - PT 2 - Jars - Jan 2026,United States,NM - SP - STR - PT 2 - Jars - Jan 2026,Amazon,"asin=""B0DXFVM72V""",-,11,3.5100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 05, 2026","Mar 18, 2026",Jars,USD,NM - SP - STR - PT 2 - Jars - Jan 2026,United States,NM - SP - STR - PT 2 - Jars - Jan 2026,Amazon,"asin=""B0F258CTG3""",-,5,0.2400%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 10, 2026",Jars,USD,NM - SP - STR - PT 2 - Jars - Jan 2026,United States,NM - SP - STR - PT 2 - Jars - Jan 2026,Amazon,"asin=""B0C4899NZF""",-,0,0.0000%,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 03, 2026","Mar 14, 2026",Jars,USD,NM - SP - STR - PT 2 - Jars - Jan 2026,United States,NM - SP - STR - PT 2 - Jars - Jan 2026,Amazon,"asin=""B0DSHXBJ7B""",-,3,25.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 15, 2026",Jars,USD,NM - SP - STR - PT 2 - Jars - Jan 2026,United States,NM - SP - STR - PT 2 - Jars - Jan 2026,Amazon,"asin=""B0CLG1HBYY""",-,2,7.6900%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 16, 2026","Feb 16, 2026",Jars,USD,NM - SP - STR - PT 2 - Jars - Jan 2026,United States,NM - SP - STR - PT 2 - Jars - Jan 2026,Amazon,"asin=""B0CK94R8TB""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 04, 2026",Sachets,USD,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,United States,NM  - SP - STR - 4 Pack - PT 2 - B0DJ3J2CKX - Jan 2026,Amazon,"asin=""B09GL4R5NV""",-,241,1.3000%,2,0.8299%,1,2,,0.00,0,0,0,0.0000%,0,0,0,0
